,asin,cat,rating,reviews,price,vp,fsa_flg,eff_max_str,eff_fast_acting,eff_long_lasting,eff_non_drowsy,eff_kid,count,brand_cat,inch,beni_count,weight_in_ounces,manu2,origin_country,sym_throat,sym_stomach,sym_sneezing,sym_sinus,sym_pain,sym_nose,sym_nausea,sym_nasal,sym_migranie,sym_menstrual,sym_itchy,sym_heart,sym_headache,sym_flu,sym_fever,sym_eyes,sym_digestion,sym_cough,sym_cold,sym_chest,sym_arthritis,sym_allergy,sym_acid,ingre_zinc,ingre_simethicone,ingre_pulsatilla,ingre_phosphorus,ingre_phenylephrine,ingre_perfoliatum,ingre_peppermint,ingre_omeprazole,ingre_naproxen,ingre_menthol,ingre_magnesium,ingre_loratadine,ingre_kali,ingre_ipecacuanha,ingre_ibuprofen,ingre_hydrobromide,ingre_guaifenesin,ingre_gelsemium,ingre_fexofenadine,ingre_famotidine,ingre_eupatorium,ingre_eucalyptus,ingre_esomeprazole,ingre_echinacea,ingre_doxylamine,ingre_diphenhydramine,ingre_dextromethorphan,ingre_chlorpheniramine,ingre_cetirizine,ingre_calcium,ingre_bryonia,ingre_antihistamine,ingre_aluminum,ingre_acetaminophen
71,B0B9HXT2PC,cold,4.7,1677,25.98,0.18090839107005388,1,1,1,0,0,0,48.0,alka-seltzer plus,53.98557399999999,0,6.74,bayer,USA,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
72,B07H8PJSPF,cold,4.7,857,20.96,0.22423664122137404,1,1,1,0,0,0,,mucinex,27.1341,9,9.28,rb,China,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,B09HZ4YBKT,cold,4.8,2218,19.29,0.24883359253499224,1,1,1,0,0,0,18.0,theraflu,,2,,gsk,USA,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
74,B0B63WW9H4,cold,4.7,3701,10.46,0.44933078393881454,1,1,0,0,0,0,24.0,coricidin hbp,18.55,0,2.08,bayer,Spain,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,B07VSVC1C7,cold,4.7,2932,11.97,0.39264828738512947,1,0,1,0,0,0,,mucinex,20.85508799999999,0,7.68,rb,United Kingdom,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
76,B01FCDI70Y,cold,4.6,1571,11.99,0.3836530442035029,1,0,0,0,0,0,60.0,other,,0,1.76,others,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
77,B013KLONNK,cold,4.7,436,9.35,0.5026737967914439,1,0,0,0,1,0,,other,20.0,0,0.41,gsk,,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
78,B01N4CCXBL,cold,4.6,1355,6.4,0.7187499999999999,1,0,1,0,1,1,,other,20.52,3,5.29,others,USA,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
79,B005GS7ZH2,cold,4.7,286,16.96,0.27712264150943394,1,0,1,0,0,0,,vicks,98.896875,0,29.12,pg,USA,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
80,B07587J892,cold,4.8,3790,6.94,0.6916426512968299,1,0,0,0,0,1,,tylenol,19.909017,7,6.74,jj,USA,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
81,B01BO217C2,cold,4.7,1620,11.46,0.4101221640488656,1,0,0,0,1,0,,nature's way,19.665,0,2.56,nw,USA,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,B077CQ19TG,cold,4.7,1844,9.99,0.47047047047047047,1,0,1,0,0,0,48.0,other,29.831805,0,1.0,others,,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,B07DQ1KLNH,cold,4.8,10139,19.97,0.24036054081121683,1,1,0,0,0,0,48.0,vicks,28.5322,0,3.2,pg,USA,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
84,B086S3P4FQ,cold,4.5,5503,9.99,0.45045045045045046,0,0,1,0,0,0,200.0,other,31.25,0,5.61,apnar,,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,B0B1G3HG3C,cold,4.7,3139,21.62,0.21739130434782608,1,0,0,0,0,0,,other,,0,,pg,USA,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
86,B09FVBXNC1,cold,4.7,601,14.99,0.3135423615743829,0,1,0,0,0,0,,airborne,,0,,rb,USA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,B01A7MX4Z8,cold,4.8,2792,9.96,0.48192771084337344,1,1,0,0,0,0,24.0,vicks,28.135,0,2.08,pg,,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
88,B09BNZ898C,cold,4.8,146,13.97,0.34359341445955616,1,1,1,0,0,0,20.0,mucinex,,0,,rb,United Kingdom,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
89,B096MT5DJX,cold,4.6,571,12.74,0.36106750392464676,1,1,0,0,0,0,52.0,vicks,47.36697599999999,0,3.71,pg,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
91,B00EQA34W6,cold,4.8,4356,19.97,0.24036054081121683,1,1,0,0,1,0,,vicks,104.84544,0,7.84,pg,,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
92,B07VPS6NBH,cold,4.8,415,15.99,0.30018761726078796,1,0,1,0,0,0,,mucinex,27.1341,0,9.0,rb,United Kingdom,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
94,B07VPS622B,cold,4.6,185,12.19,0.3773584905660377,1,0,0,0,0,0,,mucinex,20.85508799999999,0,7.68,rb,United Kingdom,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
96,B075WZT1TB,cold,4.8,507,9.99,0.4804804804804805,1,1,1,0,0,0,16.0,mucinex,18.461808,0,1.92,rb,,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
97,B0B9HWYQD9,cold,4.7,477,18.99,0.2474986835176409,1,1,1,0,0,1,48.0,alka-seltzer plus,23.8004,2,7.05,bayer,USA,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
98,B0BBHD4YKG,cold,4.8,500,18.07,0.26563364692861097,1,1,0,1,0,0,,theraflu,,4,,gsk,USA,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
99,B00EQA3520,cold,4.8,428,11.95,0.401673640167364,1,1,0,0,1,0,24.0,vicks,96.0,5,1.13,pg,,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
101,B07VTK2SDQ,cold,4.7,4085,16.05,0.29283489096573206,1,1,0,0,1,1,36.0,alka-seltzer plus,26.25,0,2.89,bayer,Spain,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
102,B094XHJ4RK,cold,4.4,677,8.49,0.5182567726737338,1,1,1,0,0,0,,mucinex,8.0,1,5.29,rb,Canada,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,B0BBH9JC5Q,cold,4.7,520,13.99,0.33595425303788423,1,1,0,0,0,0,,theraflu,,3,,gsk,USA,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
104,B01N7C4UW2,cold,4.7,305,6.95,0.6762589928057554,0,1,0,0,0,0,20.0,healtha2z,17.5798,0,1.76,allegiant,,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,B0C79W6T48,cold,4.7,1784,10.36,0.4536679536679537,0,1,1,0,1,0,24.0,alka-seltzer plus,17.475476,2,3.21,bayer,Mexico,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
106,B08J94W4N1,cold,4.7,266,8.98,0.5233853006681515,0,0,0,0,1,0,20.0,xl-3,23.3325,0,1.76,selder,USA,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
107,B087QS6M76,cold,4.7,2488,10.47,0.448901623686724,1,1,1,0,0,1,24.0,alka-seltzer plus,26.25,0,2.08,alka,Spain,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
108,B07VLK2ZMT,cold,4.7,7937,19.97,0.2353530295443165,1,1,0,0,0,0,,mucinex,41.62708799999999,0,16.0,rb,USA,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
110,B013Q8JZJY,cold,4.7,2857,15.87,0.29615626969124137,1,1,0,0,0,0,24.0,mucinex,30.131064,0,0.01,rb,USA,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
111,B07BR6R5JT,cold,4.7,450,7.17,0.6555090655509066,1,1,0,0,0,0,16.0,mucinex,8.0,4,,rb,,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
112,B071S8T2M4,cold,4.3,5235,10.41,0.4130643611911623,1,0,0,0,0,0,60.0,boiron,14.28,0,0.8,boiron,France,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,B00IVINB1I,cold,4.5,2082,9.53,0.472193074501574,1,0,0,0,0,0,,boiron,14.345124,0,6.4,boiron,USA,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,B01MXS5I2P,cold,4.8,275,5.75,0.8347826086956521,0,1,0,0,1,0,20.0,healtha2z,17.5798,3,1.45,allegiant,,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,B07NH5TRVY,cold,4.8,2544,8.93,0.5375139977603584,1,0,0,0,0,0,,zicam,26.35588800000001,0,0.01,dwight,,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,B00K3EM2AE,cold,4.7,5709,15.97,0.2943018159048215,1,0,1,0,0,1,,mucinex,47.082,0,12.64,rb,,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
118,B00JKQ6EXM,cold,4.6,106,69.29,0.06638764612498195,0,0,0,0,0,0,,vicks,,2,,others,,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,B008IYDYXK,cold,4.7,1068,17.99,0.2612562534741523,1,1,1,0,0,0,,mucinex,27.1341,0,2.56,rb,,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
121,B08P39DY6V,cold,4.6,6279,9.32,0.4935622317596566,1,0,0,0,1,0,80.0,boiron,15.74892,0,0.3,boiron,France,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
122,B001EPQ5CW,cold,4.8,1736,31.02,0.15473887814313345,0,0,0,0,0,0,16.0,coricidin hbp,,2,,bayer,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
123,B002KE5X7O,cold,4.3,4373,10.67,0.4029990627928772,0,0,1,0,0,0,1.0,vicks,29.256,0,1.6,pg,China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,B00L3LAK7S,cold,4.7,6993,12.32,0.3814935064935065,1,0,0,0,0,1,,hyland's,40.319808,0,6.3,hyland,USA,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,B001E8KSPE,cold,4.8,937,13.76,0.3488372093023256,0,0,0,0,1,0,,nature's way,120.0,0,6.4,nw,USA,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
126,B01B1JQ87C,cold,4.7,835,9.99,0.47047047047047047,1,1,1,0,0,0,,vicks,32.13099999999999,0,8.0,pg,USA,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
127,B07VTJDPJQ,cold,4.7,4881,10.47,0.448901623686724,1,1,0,0,0,1,24.0,alka-seltzer plus,26.25,0,1.76,bayer,Spain,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
128,B071WPR5LY,cold,4.7,310,13.14,0.3576864535768645,1,1,1,0,0,0,,other,,0,6.24,rb,United Kingdom,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
129,B000083JX0,cold,4.8,5191,14.69,0.32675289312457456,1,0,0,1,0,0,,mucinex,18.2574,0,1.44,rb,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,B00EFRVL34,cold,4.6,167,12.99,0.3541185527328714,1,1,1,0,0,0,,mucinex,20.85508799999999,0,7.68,rb,,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
132,B07HLYF33L,cold,4.7,4754,17.62,0.2667423382519864,1,1,0,1,0,0,42.0,amazon basic care,36.05,1,3.53,perrigo,USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
133,B013Q8E3IM,cold,4.8,871,12.99,0.3695150115473441,1,1,1,0,0,0,16.0,mucinex,3.7524,0,,rb,,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
134,B01NB0P702,cold,4.6,9842,12.94,0.3554868624420402,1,0,1,0,0,1,2.0,hyland's,34.1537,0,8.0,hyland,,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
136,B000WKW6TG,cold,4.7,173,13.76,0.34156976744186046,1,0,0,0,1,0,20.0,nature's way,19.665,0,1.76,nw,USA,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
138,B08R7GSDTM,cold,4.4,634,10.48,0.41984732824427484,1,0,0,0,0,1,80.0,boiron,15.74892,4,1.1,boiron,USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
139,B011VX2FF2,cold,4.8,2392,7.27,0.6602475928473177,1,1,0,0,0,0,6.0,theraflu,27.522716,3,2.89,gsk,USA,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
141,B07GTRRYCS,cold,4.6,905,5.82,0.7903780068728521,1,0,0,0,1,1,10.0,nature's way,19.25,0,0.64,nw,USA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,B01LZ5TDPI,cold,4.7,2069,7.09,0.6629055007052187,1,0,0,0,0,1,,other,25.151364,0,4.0,emc,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
143,B08938GBKJ,cold,4.7,1509,10.49,0.44804575786463297,1,0,0,0,0,0,25.0,cold-eeze,26.25,0,3.2,emc,USA,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,B0160DHUXU,cold,4.8,4462,10.98,0.4371584699453552,1,0,0,0,0,0,20.0,zicam,18.02625,7,2.08,dwight,USA,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,B07GCSWCM8,cold,4.7,666,11.97,0.39264828738512947,0,1,0,0,0,0,24.0,vicks,15.76553,0,2.1,pg,USA,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,B003NS12L2,cold,4.8,14677,6.99,0.6866952789699571,1,0,0,0,0,1,,tylenol,19.539,3,6.91,jj,USA,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
148,B000WKW6S2,cold,4.7,861,11.49,0.4090513489991297,0,0,0,0,0,0,,nature's way,,0,2.56,nw,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,B000Z09S6W,cold,4.7,2364,9.35,0.5026737967914439,1,0,1,1,1,0,20.0,mucinex,11.6424,0,0.96,rb,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,B07XJ11KVN,cold,4.5,180,35.97,0.12510425354462051,0,0,0,0,0,0,60.0,genexa,,3,,genexa,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
151,B06XRZSPN4,cold,4.5,223,9.5,0.47368421052631576,0,0,0,0,0,0,,zicam,,0,,dwight,USA,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,B006OC6FWK,cold,4.7,3123,7.79,0.6033376123234917,1,0,0,0,0,1,125.0,hyland's,17.0775,0,1.2,hyland,USA,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
153,B009LZHMCO,cold,4.7,1754,11.47,0.4097646033129904,1,0,0,0,0,1,,mucinex,30.722544,0,6.8,rb,USA,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
154,B07HGPZJM2,cold,4.5,18800,11.19,0.40214477211796246,0,0,0,0,0,1,,other,6.25,3,1.06,others,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,B01M98U2ZU,cold,4.7,229,7.28,0.6456043956043956,0,1,0,0,0,0,6.0,theraflu,27.522716,2,3.21,gsk,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
