,enrollment,indus,national_cancer_institute_(nci)_as_sponsor,location_count,us_lead,include_country_united states,number_of_measures,lead_aes,lead_mtd,lead_dlt,measure_mtd,measure_cmax,measure_os,measure_dor,measure_dlt,measure_aes,measure_tmax,condition_count,intervention_count,biological_included,drug_included,procedure_included,radiation_included,ccat,random,purp_prev,purp_treat,label_open,label_nopen,cross,y_class
197,80.0,1,False,14,1,True,9,1,0,0,False,True,False,False,False,True,True,1,3,False,True,False,False,1,0,0,1,1,0,0,0
198,74.0,0,True,1,1,True,1,0,0,0,False,False,False,False,False,False,False,1,2,False,True,False,False,0,0,0,1,1,0,0,1
199,14.0,1,False,2,1,True,2,0,0,0,False,False,False,False,False,False,False,3,1,False,True,False,False,0,0,0,1,1,0,0,0
200,65.64504283965728,0,True,3,1,True,1,0,0,0,False,False,False,False,False,False,False,1,3,False,True,False,False,1,0,0,1,0,0,0,0
201,128.0,1,False,3,1,True,1,0,0,0,False,False,False,False,False,False,False,1,1,False,False,False,False,0,0,0,1,0,1,0,0
202,21.0,0,True,1,1,True,2,0,0,0,False,False,False,False,False,False,False,1,1,False,True,False,False,0,0,0,1,1,0,0,1
203,8.0,0,True,1,1,True,1,0,0,0,False,False,False,False,False,False,False,2,3,False,True,False,False,0,0,0,1,1,0,0,0
204,13.0,0,True,1,1,True,2,0,0,0,False,False,False,False,False,False,False,1,1,False,True,False,False,0,0,0,1,1,0,0,1
205,220.0,1,False,65,1,True,7,0,0,0,False,False,True,False,False,False,False,1,2,False,True,False,False,1,1,0,1,1,0,0,0
206,221.0,1,False,62,1,True,20,0,0,1,False,True,True,False,True,True,True,1,4,False,True,False,False,1,1,0,1,0,1,0,0
207,60.0,0,False,1,0,False,4,1,0,0,False,False,True,False,False,True,False,1,1,False,False,True,False,0,1,0,1,1,0,0,0
208,46.0,0,False,3,1,True,6,0,0,0,False,False,False,False,False,False,False,1,5,True,True,False,True,1,0,0,1,1,0,0,1
209,29.0,0,False,1,1,True,2,0,0,0,False,False,True,False,False,False,False,1,7,False,True,False,False,0,0,0,1,1,0,0,0
210,222.0,1,False,52,1,True,13,0,0,0,False,False,False,False,False,True,False,1,3,False,True,False,False,0,1,0,1,0,1,0,0
211,71.0,1,False,16,1,True,9,0,0,1,False,False,True,False,True,False,False,1,2,False,True,False,False,1,0,0,1,1,0,0,0
212,34.0,0,False,1,1,True,6,1,0,0,True,False,False,False,False,True,False,1,1,False,True,False,False,0,0,0,1,1,0,0,0
213,36.0,0,False,11,1,True,5,0,1,0,True,False,False,False,False,False,False,1,2,False,True,False,False,0,0,0,1,1,0,0,0
214,17.0,1,False,1,0,False,3,0,0,0,False,False,False,False,False,False,False,1,3,False,True,False,False,1,0,0,1,1,0,0,0
215,20.0,1,False,1,0,False,3,0,1,0,True,False,False,False,False,False,False,1,1,False,True,False,False,1,0,0,1,1,0,0,0
216,30.0,1,False,1,1,True,2,0,0,0,False,False,False,False,False,False,False,1,1,False,True,False,False,1,0,0,1,1,0,0,0
217,120.0,0,False,1,1,True,1,0,0,0,False,False,False,False,False,False,False,1,1,False,False,True,False,0,0,0,1,1,0,0,1
218,9.0,0,False,2,1,True,7,0,0,0,False,False,False,False,False,True,False,2,2,False,True,False,True,0,1,0,1,1,0,0,0
219,33.0,1,False,3,0,False,15,0,0,0,False,False,False,False,False,False,False,4,1,False,True,False,False,0,0,0,1,1,0,0,0
220,68.0,1,False,22,1,True,9,1,0,0,False,False,True,True,False,True,False,1,2,False,True,False,False,0,0,0,1,1,0,0,0
221,15.0,0,False,1,0,False,1,0,0,0,False,False,False,False,False,False,False,1,2,False,True,False,True,0,0,0,1,1,0,0,1
222,50.0,0,False,7,1,True,2,0,1,0,True,False,False,False,False,False,False,2,2,False,True,False,False,0,0,0,1,1,0,0,1
223,2.0,0,True,5,1,True,1,0,1,0,True,False,False,False,False,False,False,2,2,False,True,False,False,0,1,0,1,1,0,0,0
224,53.0,0,False,1,1,True,3,0,1,0,True,False,False,False,False,False,False,2,2,False,True,False,False,0,0,0,1,1,0,0,1
225,47.0,1,False,7,1,True,2,0,0,0,False,False,False,False,False,False,False,1,2,False,True,False,False,1,0,0,1,1,0,0,0
226,9.0,1,False,1,0,False,4,0,0,0,False,False,False,False,False,False,False,1,1,False,True,False,False,1,0,0,1,0,0,0,0
227,12.0,0,False,1,1,True,3,0,0,0,False,False,False,False,False,False,False,1,2,False,True,False,False,1,0,0,1,1,0,0,0
228,10.0,0,False,2,0,False,2,1,0,0,False,False,False,False,False,True,False,1,2,True,True,False,False,0,0,0,1,1,0,0,0
229,63.0,0,True,41,1,True,6,0,0,0,False,False,False,False,False,False,False,1,3,False,True,False,True,0,0,0,1,1,0,0,1
230,40.0,0,True,1,1,True,2,0,0,0,False,False,False,False,False,False,False,1,3,False,True,False,True,1,0,0,1,1,0,0,1
231,50.0,1,False,2,1,True,5,0,0,1,True,False,False,False,True,False,False,2,1,False,True,False,False,0,0,0,1,1,0,0,0
232,75.0,1,False,1,1,True,1,0,0,0,False,False,False,False,False,False,False,1,1,False,True,False,False,0,0,0,1,1,0,0,0
233,5.0,1,False,7,1,True,25,0,0,0,False,False,False,False,False,True,False,2,2,False,True,False,False,0,0,0,1,1,0,0,0
234,51.0,1,False,1,0,False,11,0,0,0,False,True,False,False,False,False,True,2,4,True,True,False,False,0,0,0,1,1,0,0,0
235,98.0,1,False,18,1,True,4,0,0,1,False,False,False,False,True,True,False,1,3,False,True,False,False,1,1,0,1,1,0,0,0
236,62.0,0,False,5,1,True,4,0,0,0,False,False,True,False,False,False,False,2,1,False,False,False,True,0,0,0,1,1,0,0,1
237,61.0,0,False,4,0,False,10,1,0,0,False,False,False,False,True,True,False,2,1,False,True,False,False,0,0,0,1,1,0,0,1
238,40.0,0,False,1,0,False,1,0,0,0,False,False,False,False,False,False,False,1,3,True,False,False,False,0,1,0,1,0,1,0,0
239,85.0,0,False,21,0,False,6,0,0,0,False,False,False,False,False,False,False,1,5,False,True,False,False,0,1,0,1,1,0,0,1
240,103.0,1,False,15,0,False,18,0,0,0,False,False,True,True,False,True,False,1,1,False,True,False,False,0,0,0,1,1,0,0,0
241,10.0,1,False,4,0,False,4,0,0,0,False,True,False,False,False,False,False,1,1,False,True,False,False,1,0,0,1,1,0,0,0
242,36.0,1,False,19,1,True,2,1,0,0,False,False,False,False,False,True,False,1,2,False,True,False,False,1,0,0,1,1,0,0,0
243,32.0,1,False,17,1,True,6,0,0,1,False,False,True,False,True,True,False,1,3,False,True,False,False,0,0,0,1,1,0,0,0
244,39.0,0,False,2,1,True,2,0,0,0,False,False,False,False,False,False,False,1,2,False,True,False,True,0,0,0,1,1,0,0,0
245,48.0,0,False,1,1,True,2,0,1,0,True,False,False,False,False,False,False,1,1,False,False,True,False,0,0,0,1,1,0,0,1
246,85.0,1,False,15,1,True,7,0,0,0,False,False,True,False,False,False,False,1,1,False,True,False,False,0,0,0,1,1,0,0,1
247,18.0,0,False,4,0,False,5,0,0,1,False,False,True,False,True,True,False,3,3,False,True,False,False,0,0,0,1,1,0,0,0
248,58.0,0,False,4,1,True,11,0,0,1,False,False,True,True,True,False,False,1,2,True,False,False,False,0,0,0,1,1,0,0,1
249,172.0,1,False,1,0,False,2,0,0,0,False,False,False,False,False,True,False,1,2,False,True,False,False,1,1,0,1,0,1,0,0
250,16.0,1,False,6,0,False,2,1,0,0,False,False,False,False,False,True,False,1,3,True,False,False,False,1,0,0,1,1,0,0,0
251,121.0,1,False,16,1,True,10,1,0,0,False,False,True,True,False,True,False,1,4,True,True,False,False,1,0,0,1,1,0,0,1
252,40.0,1,False,10,1,True,12,1,0,0,False,True,False,False,False,True,True,1,2,False,True,False,False,1,0,0,1,1,0,0,1
253,8.0,0,False,1,1,True,5,1,0,0,False,False,True,False,False,True,False,5,5,False,True,True,False,0,0,0,1,1,0,0,0
254,86.0,1,False,18,1,True,6,0,0,0,False,False,False,False,False,False,False,2,1,False,True,False,False,0,0,0,1,1,0,0,0
255,6.0,0,False,1,0,False,6,1,0,0,False,False,False,False,False,True,False,1,1,True,False,False,False,1,0,0,1,1,0,0,1
256,6.0,0,False,1,0,False,6,1,0,0,False,False,False,False,False,True,False,1,1,True,False,False,False,1,0,0,1,1,0,0,1
257,76.0,1,False,24,0,False,15,0,0,0,False,False,True,False,False,False,False,1,3,False,True,False,False,0,1,0,1,1,0,0,0
258,36.0,1,False,35,1,True,1,0,0,0,False,False,False,False,False,False,False,1,4,False,True,False,False,0,1,0,1,0,1,0,0
259,134.0,1,False,42,1,True,28,0,0,1,False,True,True,True,True,False,False,1,1,False,True,False,False,0,0,0,1,1,0,0,0
260,218.0,1,False,75,1,True,1,0,0,0,False,False,False,False,False,False,False,1,2,False,True,False,False,0,1,0,1,1,0,0,0
261,30.0,1,False,7,1,True,7,0,0,1,False,False,False,False,True,True,False,1,2,False,True,False,False,1,0,0,1,1,0,0,0
262,27.0,0,False,1,1,True,11,0,0,0,False,False,False,False,False,True,False,2,9,False,True,False,False,0,0,0,1,1,0,0,0
263,42.0,0,True,1,1,True,8,0,0,0,True,False,True,False,False,False,False,2,2,False,True,False,False,0,0,0,1,1,0,1,0
264,6.0,0,False,1,1,True,1,0,0,0,False,False,False,False,False,False,False,1,2,False,True,True,False,0,0,0,1,1,0,0,0
265,46.0,1,False,14,0,False,2,0,0,0,False,False,False,False,False,False,False,1,1,True,False,False,False,0,0,0,1,1,0,0,1
266,88.0,1,False,11,1,True,1,0,0,0,False,False,False,False,False,False,False,1,1,False,True,False,False,1,0,0,1,1,0,0,0
267,19.0,1,False,1,0,False,11,0,0,1,False,True,False,False,True,False,False,1,1,False,True,False,False,1,0,0,1,1,0,0,0
268,13.0,0,False,2,0,False,3,0,0,0,False,False,False,False,False,False,False,1,1,False,False,False,True,0,0,0,1,1,0,0,0
269,121.0,1,False,21,1,True,2,0,0,0,False,False,False,False,False,False,False,1,1,False,True,False,False,0,0,0,1,1,0,0,1
270,17.0,0,False,2,1,True,5,0,0,0,False,False,False,False,False,False,False,4,2,False,True,True,False,0,0,0,1,1,0,0,1
271,105.0,1,False,1,0,False,4,0,0,0,False,False,False,False,False,False,False,1,1,False,True,False,False,1,1,0,1,1,0,0,0
272,192.0,1,False,20,0,False,15,0,0,1,False,True,True,False,True,False,False,1,3,False,True,False,False,0,1,0,1,1,0,0,1
273,49.0,1,False,4,0,False,9,0,1,0,True,False,True,False,False,True,False,1,5,False,True,True,False,0,0,0,1,1,0,0,1
274,178.0,1,False,1,0,False,4,0,0,0,False,False,True,False,False,False,False,1,4,True,True,False,False,0,1,0,1,0,1,0,1
275,64.0,0,True,1,1,True,3,0,0,0,False,False,False,False,False,False,False,2,2,False,True,False,False,0,0,0,1,1,0,0,1
276,88.0,1,False,1,0,False,13,0,0,0,False,False,False,False,False,True,False,1,3,False,True,False,False,0,0,0,1,1,0,0,0
277,40.0,0,False,1,0,False,4,0,0,0,False,False,True,False,False,False,False,1,1,False,True,False,False,0,0,0,1,1,0,0,1
278,30.0,1,False,8,1,True,12,0,0,1,False,True,True,False,True,False,False,3,2,False,True,False,False,1,1,0,1,1,0,0,0
279,120.0,1,False,11,1,True,9,0,1,0,True,False,False,False,True,True,False,1,4,False,True,False,True,0,1,0,1,1,0,0,0
280,38.0,0,False,1,1,True,3,0,1,0,True,False,False,False,False,False,False,3,1,False,True,False,False,1,1,0,1,1,0,0,1
281,21.0,1,False,1,0,False,2,1,0,0,False,False,False,False,False,True,False,3,3,False,True,False,False,0,0,0,1,1,0,0,1
282,20.0,1,False,1,0,False,3,1,0,0,False,False,False,False,False,True,False,5,1,True,False,False,False,0,0,0,1,1,0,0,0
283,50.0,1,False,3,1,True,1,0,0,0,False,False,False,False,False,False,False,1,1,False,True,False,False,1,0,0,1,1,0,0,0
284,13.0,1,False,2,0,False,9,0,0,0,False,False,False,False,False,False,False,1,1,False,True,False,False,1,0,0,1,1,0,0,0
285,12.0,0,False,7,1,True,2,0,0,0,False,False,False,False,False,False,False,2,6,False,True,False,False,0,0,0,1,1,0,0,0
286,7.0,0,False,1,1,True,2,0,0,0,False,False,False,False,False,False,False,1,1,False,True,False,False,1,0,0,1,1,0,0,0
287,28.0,1,False,19,1,True,9,1,0,0,False,False,False,False,False,True,False,2,1,True,False,False,False,0,0,0,1,1,0,0,1
288,30.0,0,False,2,1,True,3,0,0,0,False,False,False,False,False,True,False,3,1,False,True,False,False,0,0,0,1,1,0,0,1
289,86.0,1,False,19,1,True,1,0,0,0,False,False,False,False,False,False,False,2,3,False,True,False,False,1,1,0,1,0,1,0,0
290,31.0,0,False,4,0,False,10,0,0,0,False,False,False,False,False,False,False,1,3,False,True,False,False,0,1,0,1,1,0,0,1
291,165.0,1,False,48,1,True,4,0,0,0,False,False,True,False,False,False,False,3,3,False,True,False,False,1,1,0,1,0,1,0,0
292,58.0,0,False,1,1,True,1,0,0,0,False,False,False,False,False,False,False,2,4,False,True,False,False,0,0,0,1,0,1,0,1
293,20.0,0,False,1,0,False,3,0,0,0,False,False,False,False,False,True,False,1,2,True,False,False,False,1,1,0,1,1,0,0,0
294,10.0,0,False,1,1,True,4,0,0,0,False,False,False,False,False,False,False,1,2,False,True,False,True,0,0,0,1,1,0,0,0
295,19.0,0,False,1,1,True,10,0,0,1,False,False,False,False,True,True,False,1,2,False,True,False,True,0,0,0,0,1,0,0,1
296,23.0,0,False,2,1,True,5,0,0,0,False,False,False,False,False,False,False,2,1,False,True,False,False,1,0,0,1,1,0,0,1
297,215.0,1,False,4,0,False,12,0,0,0,False,True,False,False,False,False,True,1,1,False,True,False,False,0,0,0,1,1,0,0,0
298,60.0,0,False,1,1,True,1,0,0,0,False,False,False,False,False,False,False,3,2,True,False,False,False,0,0,0,1,1,0,0,1
299,57.0,1,False,9,1,True,2,0,0,0,False,False,False,False,False,False,False,1,1,False,True,False,False,0,1,0,1,1,0,0,0
300,18.0,0,False,6,0,False,2,0,0,0,True,False,False,False,False,False,False,2,3,False,True,False,True,0,0,0,1,1,0,0,0
301,43.0,0,False,1,1,True,2,0,0,1,False,False,False,False,True,False,False,2,2,False,True,False,False,0,0,0,1,1,0,0,1
302,20.0,0,False,1,0,False,3,0,0,0,False,False,False,False,False,False,False,1,1,True,False,False,False,0,1,0,1,1,0,0,0
303,55.0,1,False,4,0,False,9,0,0,1,False,False,False,False,True,False,False,1,5,False,True,False,False,1,0,0,1,1,0,0,0
304,41.0,0,False,2,1,True,2,0,1,0,True,False,False,False,False,False,False,1,2,False,True,False,False,0,0,0,1,1,0,0,0
305,24.0,1,False,10,1,True,4,1,0,0,False,True,False,False,False,True,False,2,1,True,False,False,False,1,0,0,1,1,0,0,0
306,28.0,0,True,1,1,True,5,0,0,0,False,False,False,False,False,False,False,3,3,False,True,False,False,1,0,0,1,1,0,0,1
307,98.0,0,False,5,1,True,11,0,0,0,False,False,True,False,False,False,False,1,2,False,True,False,False,0,1,0,1,1,0,0,1
308,131.0,1,False,14,1,True,3,0,1,0,True,False,False,False,False,False,False,2,2,False,True,False,False,0,0,0,1,1,0,0,1
309,116.0,1,False,29,1,True,1,0,0,0,False,False,False,False,False,False,False,1,3,False,True,False,False,1,1,0,1,1,0,0,0
310,24.0,0,False,1,1,True,2,0,0,0,False,False,False,False,False,True,False,1,1,False,True,False,False,0,0,0,1,1,0,0,1
311,42.0,1,False,4,0,False,2,0,0,0,False,False,False,False,False,False,False,2,1,False,False,False,False,1,0,0,1,1,0,0,0
312,11.0,0,True,5,1,True,7,1,0,0,False,False,True,False,False,True,False,8,5,False,True,False,True,0,0,0,1,1,0,0,1
313,4.0,1,False,7,1,True,2,1,0,0,False,False,False,False,False,True,False,2,2,True,True,False,False,1,0,0,1,1,0,0,0
314,65.0,1,False,10,1,True,10,0,0,0,False,False,True,True,False,True,False,2,2,False,True,False,False,0,0,0,1,1,0,0,1
315,22.0,1,False,3,0,False,4,0,0,0,False,False,False,False,False,False,False,5,1,False,True,False,False,0,0,1,0,1,0,0,0
316,52.0,0,True,143,1,True,6,0,0,0,False,False,True,False,False,True,False,3,4,False,True,False,True,0,0,0,1,1,0,0,1
317,107.0,1,False,8,1,True,2,0,0,0,False,False,False,False,False,False,False,1,1,False,True,False,False,0,1,0,1,1,0,1,0
318,30.0,0,False,1,0,False,3,0,0,0,False,False,False,False,False,False,False,1,2,True,False,False,False,1,1,0,1,1,0,0,0
319,19.0,1,False,2,1,True,2,0,0,0,False,False,False,False,False,False,False,3,1,False,True,False,False,0,0,0,1,1,0,0,0
320,47.0,1,False,5,1,True,4,0,0,0,False,False,True,False,False,False,False,1,2,False,True,False,False,1,0,0,1,1,0,0,0
321,73.0,0,True,84,1,True,4,0,0,0,False,False,True,False,False,False,False,3,7,True,True,False,True,1,0,0,1,1,0,0,1
322,44.0,1,False,3,1,True,6,0,1,0,True,False,False,False,False,False,False,3,1,False,True,False,False,0,0,0,1,1,0,0,0
323,9.0,1,False,5,1,True,1,0,0,0,False,False,False,False,False,False,False,4,2,False,True,False,False,0,1,0,1,1,0,0,0
324,49.0,0,True,1,1,True,2,0,0,0,False,False,False,False,False,False,False,1,2,False,True,False,False,0,0,0,1,1,0,0,0
325,22.0,0,True,2,1,True,1,0,0,0,False,False,False,False,False,False,False,2,3,False,True,False,False,1,0,0,1,1,0,0,0
326,47.0,1,False,7,1,True,1,1,0,0,False,False,False,False,False,True,False,5,1,False,True,False,False,1,1,0,1,1,0,0,0
327,10.0,1,False,3,1,True,10,1,0,0,False,False,False,True,False,True,False,1,3,False,True,False,False,0,0,0,1,1,0,0,0
328,105.0,1,False,18,0,False,4,0,0,0,False,False,True,False,False,True,False,1,3,True,False,False,False,1,1,0,1,1,0,0,1
329,30.0,1,False,12,1,True,3,1,0,0,False,False,False,False,False,True,False,2,1,False,True,False,False,0,0,0,1,1,0,0,0
330,204.0,1,False,1,0,False,7,0,0,0,False,False,True,False,False,True,False,4,6,False,True,False,False,1,1,0,1,0,1,0,0
331,51.0,1,False,6,0,False,1,1,0,0,False,False,False,False,False,True,False,2,5,False,True,False,False,1,0,0,1,1,0,0,0
332,81.0,0,True,1,1,True,12,0,0,0,False,False,True,False,False,False,False,2,2,False,True,False,False,0,0,0,1,1,0,1,1
333,106.0,1,False,16,1,True,22,1,0,0,False,False,False,False,False,True,False,1,2,True,False,False,False,1,0,0,1,1,0,0,1
334,27.0,0,False,3,0,False,6,0,0,0,False,False,False,False,False,False,False,2,1,False,True,False,False,0,0,0,1,1,0,0,0
335,76.0,1,False,5,0,False,5,1,0,0,False,False,False,False,False,True,False,1,1,False,True,False,False,0,0,0,1,1,0,0,1
336,24.0,0,False,1,1,True,2,1,0,0,False,False,False,False,False,True,False,2,3,True,False,False,True,0,0,0,1,1,0,0,1
337,30.0,0,False,1,0,False,2,0,0,0,False,False,False,False,False,False,False,2,1,False,True,False,False,0,0,0,1,1,0,0,1
338,64.0,1,False,11,1,True,2,1,0,0,False,False,False,False,False,True,False,1,1,False,True,False,False,0,0,0,1,1,0,0,1
339,30.0,0,False,1,0,False,3,0,0,0,False,False,True,False,False,False,False,1,2,True,True,False,False,1,1,0,1,1,0,0,0
340,2.0,0,False,1,1,True,3,1,0,0,False,False,False,False,False,True,False,3,2,False,True,False,False,0,0,0,1,1,0,0,0
341,73.0,0,False,1,0,False,4,0,0,0,False,False,True,False,False,False,False,1,5,False,True,False,False,0,0,0,1,1,0,0,0
342,186.0,0,False,5,0,False,5,0,0,0,False,True,True,False,False,False,False,1,2,False,True,False,False,1,1,0,1,1,0,0,0
343,341.0,1,False,133,1,True,7,0,0,0,False,False,True,True,False,True,False,1,11,False,True,False,False,0,1,0,1,1,0,0,0
344,45.0,1,False,5,1,True,2,0,0,0,False,False,False,False,False,False,False,4,1,False,True,False,False,0,0,0,1,1,0,0,0
345,41.0,1,False,18,1,True,18,0,0,0,False,False,False,False,False,False,False,1,5,False,True,True,False,0,0,1,0,1,0,0,1
346,18.0,0,True,2,1,True,1,0,0,0,False,False,False,False,False,False,False,4,3,True,True,False,False,0,1,0,1,1,0,0,0
347,43.0,1,False,21,1,True,32,0,0,1,False,True,True,True,True,True,True,1,3,False,True,False,False,1,0,0,1,1,0,0,1
348,65.64504283965728,1,True,2,1,True,1,0,0,0,False,False,False,False,False,False,False,3,1,True,False,False,False,0,0,0,1,0,0,0,1
349,10.0,0,False,1,1,True,1,0,0,0,False,False,False,False,False,False,False,1,1,False,True,False,False,0,0,1,0,1,0,0,0
350,24.0,1,False,1,0,False,7,0,0,0,False,False,False,False,False,False,False,1,1,False,True,False,False,0,0,0,1,1,0,1,0
351,70.0,0,False,8,0,False,2,0,0,0,False,False,False,False,False,False,False,1,2,False,True,False,False,0,0,0,1,1,0,0,0
352,97.0,0,False,1,0,False,5,0,0,0,False,False,True,False,False,False,False,5,3,False,True,False,False,1,1,0,1,0,1,0,0
353,267.0,1,False,1,0,False,6,0,0,0,False,False,True,True,True,False,False,1,8,True,True,False,False,1,1,0,1,1,0,0,1
354,34.0,0,False,1,1,True,4,0,0,0,False,False,False,False,False,False,False,1,4,False,True,True,True,0,0,0,1,1,0,0,1
355,94.0,0,True,5,1,True,11,0,0,1,False,False,True,False,True,False,False,4,3,False,True,False,False,0,1,0,1,1,0,0,1
356,23.0,1,False,4,1,True,5,0,0,0,False,False,False,False,False,False,False,1,1,False,True,False,False,1,0,0,1,1,0,0,0
357,138.0,1,False,84,1,True,36,0,0,0,False,True,True,False,True,False,True,1,2,False,True,False,False,0,0,0,1,1,0,0,0
358,156.0,0,True,428,1,True,4,0,0,0,False,False,True,False,False,False,False,5,4,False,True,False,False,0,1,0,1,0,1,0,1
359,34.0,0,False,3,0,False,2,0,0,0,False,False,False,False,False,False,False,1,1,False,True,False,False,1,0,0,1,1,0,0,0
360,73.0,0,False,1,1,True,3,0,0,0,False,False,False,False,False,False,False,2,3,True,False,False,False,1,1,0,1,1,0,0,1
361,203.0,1,False,26,0,False,4,0,0,0,False,False,False,False,False,False,False,4,2,True,True,False,False,0,1,0,1,1,0,0,0
362,48.0,1,False,5,1,True,4,0,0,0,False,False,False,False,False,False,False,1,2,False,True,False,False,0,0,0,1,1,0,0,0
363,128.0,1,False,6,1,True,19,0,0,1,False,True,True,False,True,True,False,2,2,False,True,False,False,1,0,0,1,1,0,0,0
364,15.0,1,False,4,0,False,4,1,0,0,False,True,False,False,False,True,False,1,1,False,True,False,False,0,0,0,1,1,0,0,0
365,38.0,0,False,2,1,True,7,0,1,0,True,False,True,False,False,True,False,2,6,False,True,True,False,0,0,0,1,1,0,0,0
366,17.0,0,True,1,1,True,4,0,0,0,False,False,False,False,False,False,False,5,3,False,True,True,False,0,0,0,1,1,0,0,1
367,74.0,0,False,1,1,True,8,0,0,0,False,False,False,False,False,False,False,1,1,False,False,False,True,0,0,0,1,1,0,0,1
368,11.0,0,False,1,1,True,6,0,0,0,False,False,False,False,True,False,False,4,2,False,True,False,False,0,0,0,1,1,0,0,1
369,114.0,1,False,15,1,True,9,0,0,1,False,False,True,True,True,True,False,2,4,False,True,False,False,0,1,0,1,1,0,0,0
370,1.0,1,False,5,1,True,1,0,0,0,False,False,False,False,False,False,False,2,1,False,True,False,False,0,1,0,1,1,0,1,0
371,120.0,1,False,1,1,True,2,0,0,0,False,False,False,False,False,False,False,2,1,False,True,False,False,0,0,0,1,1,0,0,0
372,34.0,1,False,1,1,True,5,0,0,0,True,False,False,False,True,False,False,3,2,False,True,False,False,0,0,0,1,1,0,0,0
373,100.0,1,False,52,1,True,1,0,0,0,False,False,False,False,False,False,False,1,3,False,True,False,False,0,0,0,1,1,0,0,0
374,74.0,1,False,1,0,False,9,0,0,0,False,False,False,False,False,True,False,1,2,False,True,False,False,0,1,0,1,1,0,1,0
375,147.0,1,False,13,1,True,17,0,0,0,False,False,False,False,True,False,False,3,6,False,True,False,False,0,0,0,1,1,0,0,1
376,34.0,1,False,9,1,True,11,1,0,0,False,False,True,True,False,True,False,8,3,True,False,False,False,0,0,0,1,1,0,0,0
377,87.0,1,False,20,1,True,2,0,0,0,False,False,False,False,False,False,False,1,1,False,True,False,False,1,1,0,1,1,0,0,0
378,26.0,1,False,10,0,False,7,0,0,0,False,False,False,False,False,False,False,1,2,False,True,False,False,1,0,0,1,1,0,0,0
379,10.0,0,False,1,1,True,3,0,0,0,False,False,False,False,False,True,False,3,2,False,True,False,False,0,0,1,0,1,0,0,0
380,27.0,1,False,4,1,True,1,1,0,0,False,False,False,False,False,True,False,2,2,False,True,False,False,0,0,0,1,1,0,0,1
381,24.0,1,False,7,0,False,25,0,0,0,False,False,False,False,False,True,False,1,2,False,True,False,False,0,0,0,1,1,0,0,1
382,10.0,0,False,1,1,True,1,0,0,0,False,False,False,False,False,False,False,1,1,False,True,False,False,0,0,0,1,1,0,0,0
383,36.0,0,False,10,1,True,3,0,0,1,False,False,False,False,True,False,False,1,2,False,True,False,False,0,0,0,1,1,0,0,0
384,27.0,0,False,1,0,False,4,0,0,0,False,False,False,False,False,False,False,1,1,False,True,False,False,0,0,0,1,1,0,0,0
385,61.0,0,False,5,1,True,12,1,0,0,False,False,True,False,False,True,False,2,4,True,True,False,False,1,0,0,1,1,0,0,0
386,100.0,0,False,1,0,False,1,0,0,0,False,False,False,False,False,False,False,1,1,False,False,False,False,0,0,0,1,1,0,0,0
387,117.0,0,True,1,1,True,2,0,0,0,False,False,False,False,False,False,False,1,1,False,False,True,False,0,0,0,1,1,0,0,1
388,32.0,1,False,8,1,True,9,1,0,0,False,True,True,False,False,True,False,3,1,False,True,False,False,0,0,0,1,1,0,0,0
389,66.0,1,False,15,0,False,9,0,0,1,False,True,True,False,True,False,False,2,2,False,True,False,False,0,0,0,1,1,0,0,0
390,9.0,0,True,1,1,True,4,0,0,0,True,False,False,False,False,False,False,5,3,False,True,False,False,0,0,0,1,1,0,0,0
391,17.0,0,True,1,1,True,6,0,1,0,True,False,False,False,False,False,False,13,7,False,True,False,True,0,0,0,1,1,0,0,1
392,23.0,0,False,1,1,True,3,0,0,0,False,False,False,False,False,False,False,1,3,False,True,False,True,0,0,0,1,1,0,0,0
393,18.0,0,False,1,0,False,3,0,0,0,False,False,True,False,False,False,False,1,1,False,False,True,False,0,0,0,1,1,0,0,0
394,56.0,1,False,7,1,True,6,1,0,0,False,False,True,False,False,True,False,1,2,False,True,False,False,0,0,0,1,1,0,0,1
395,49.0,1,False,5,1,True,3,1,0,0,False,False,False,False,False,True,False,2,2,False,True,False,False,1,0,0,1,1,0,0,0
396,15.0,1,False,1,0,False,7,1,0,0,False,False,False,False,False,True,False,1,2,False,True,False,False,1,0,0,1,1,0,0,0
397,70.0,1,False,19,1,True,6,0,0,1,False,False,True,False,True,True,False,1,8,False,True,False,False,1,0,0,1,1,0,0,0
398,24.0,1,False,1,0,False,5,0,0,0,False,True,False,False,False,True,False,1,1,False,True,False,False,0,1,0,1,1,0,1,0
399,171.0,1,False,6,1,True,20,0,0,1,False,False,False,True,True,True,False,1,2,False,True,False,False,0,0,0,1,1,0,0,0
400,22.0,1,False,2,0,False,5,1,0,0,False,False,False,False,False,True,False,1,3,False,True,False,False,1,0,0,1,1,0,0,0
401,58.0,1,False,4,1,True,5,1,0,0,False,False,False,False,False,True,False,1,3,False,True,False,False,0,0,0,1,1,0,0,0
402,145.0,1,False,20,1,True,5,1,0,0,False,True,False,False,False,True,False,4,3,True,False,False,False,1,0,0,1,1,0,0,1
403,16.0,1,False,1,0,False,6,0,0,0,False,False,False,False,False,True,False,1,3,False,True,False,False,1,0,0,1,1,0,0,0
404,10.0,1,False,6,0,False,7,0,0,1,False,True,False,False,True,False,False,1,2,False,True,False,False,0,0,0,1,1,0,0,0
405,32.0,1,False,10,0,False,6,0,1,0,True,False,False,False,True,False,False,1,2,False,True,False,False,0,0,0,1,1,0,0,0
